,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
14583,27.0,30000.0,Aluguel,3.0,Médico,B,2500.0,11.14,0.0,0.08,N,5
14584,25.0,73000.0,Aluguel,9.0,Personal,B,13600.0,11.99,0.0,0.19,N,2
14585,28.0,53000.0,Aluguel,11.0,Melhora do lar,C,5500.0,11.03,0.0,0.1,N,9
14586,24.0,53000.0,Própria,8.0,Médico,A,3350.0,6.76,0.0,0.06,N,2
14587,27.0,36000.0,Hipoteca,6.0,Empreendimento,B,4000.0,11.49,0.0,0.11,N,9
14588,28.0,68666.0,Aluguel,7.0,Pagamento de débitos,B,21000.0,12.69,1.0,0.31,N,8
14589,24.0,37004.0,Aluguel,2.0,Empreendimento,D,5500.0,15.05,1.0,0.15,N,4
14590,33.0,38400.0,Hipoteca,0.0,Empreendimento,B,10000.0,9.91,0.0,0.26,N,7
14591,21.0,17500.0,Aluguel,0.0,Pagamento de débitos,C,4000.0,13.22,1.0,0.23,S,4
14592,23.0,250000.0,Hipoteca,7.0,Educativo,B,8800.0,10.0,0.0,0.04,N,2
14593,24.0,135000.0,Aluguel,6.0,Médico,B,14400.0,12.69,0.0,0.11,N,4
14594,30.0,98000.0,Hipoteca,8.0,Empreendimento,A,3500.0,7.68,0.0,0.04,N,10
14595,33.0,158000.0,Hipoteca,11.0,Personal,E,15000.0,16.32,1.0,0.09,S,5
14596,27.0,44630.0,Própria,10.0,Médico,B,10825.0,10.99,0.0,0.24,N,8
14597,27.0,27000.0,Hipoteca,4.0,Empreendimento,A,4300.0,5.99,0.0,0.16,N,6
14598,26.0,75000.0,Aluguel,1.0,Empreendimento,B,1800.0,9.25,0.0,0.02,N,2
14599,25.0,25000.0,Aluguel,5.0,Melhora do lar,B,3450.0,11.99,1.0,0.14,N,4
14600,23.0,64000.0,Aluguel,0.0,Personal,C,12000.0,13.16,0.0,0.19,N,2
14601,23.0,79996.0,Hipoteca,2.0,Educativo,E,24000.0,16.32,0.0,0.3,S,3
14602,24.0,48720.0,Aluguel,2.0,Médico,C,1500.0,14.35,0.0,0.03,S,2
14603,41.0,43000.0,Própria,3.0,Empreendimento,B,22800.0,12.21,0.0,0.53,N,11
14604,22.0,100000.0,Aluguel,2.0,Educativo,C,8450.0,12.99,0.0,0.08,S,2
14605,22.0,36000.0,Hipoteca,6.0,Empreendimento,D,1400.0,14.84,0.0,0.04,N,2
14606,31.0,26000.0,Hipoteca,1.0,Melhora do lar,C,2400.0,14.27,0.0,0.09,N,9
14607,35.0,55000.0,Aluguel,3.0,Pagamento de débitos,B,9000.0,10.25,0.0,0.16,N,6
14608,31.0,19200.0,Aluguel,0.0,Médico,A,4075.0,8.32,1.0,0.21,N,6
14609,22.0,71000.0,Aluguel,3.0,Médico,A,10000.0,7.29,0.0,0.14,N,2
14610,27.0,75000.0,Hipoteca,2.0,Empreendimento,B,8000.0,10.95,0.0,0.11,N,7
14611,24.0,67000.0,Aluguel,0.0,Médico,B,10000.0,9.64,0.0,0.15,N,4
14612,28.0,90722.0,Hipoteca,7.0,Melhora do lar,B,18000.0,10.99,0.0,0.2,N,5
14613,34.0,65000.0,Hipoteca,4.0,Pagamento de débitos,A,11200.0,7.88,0.0,0.17,N,6
14614,26.0,48000.0,Hipoteca,1.0,Empreendimento,B,4200.0,10.62,0.0,0.09,N,2
14615,40.0,73100.0,Aluguel,0.0,Médico,D,20000.0,14.54,1.0,0.23,S,11
14616,25.0,65004.0,Hipoteca,9.0,Médico,A,4500.0,6.92,0.0,0.07,N,2
14617,25.0,49500.0,Aluguel,6.0,Personal,C,24750.0,14.22,1.0,0.5,N,3
14618,23.0,46852.0,Aluguel,3.0,Melhora do lar,B,6800.0,10.65,1.0,0.15,N,2
14619,25.0,13200.0,Aluguel,0.0,Pagamento de débitos,A,6625.0,8.63,1.0,0.5,N,3
14620,23.0,62400.0,Aluguel,0.0,Pagamento de débitos,C,10000.0,12.87,0.0,0.16,S,4
14621,30.0,90000.0,Aluguel,14.0,Médico,A,18000.0,8.94,0.0,0.2,N,8
14622,21.0,47000.0,Aluguel,5.0,Empreendimento,D,7000.0,14.96,0.0,0.15,S,3
14623,35.0,44908.0,Aluguel,6.0,Educativo,A,5000.0,6.92,0.0,0.11,N,7
14624,26.0,107496.0,Hipoteca,9.0,Pagamento de débitos,B,20000.0,12.69,0.0,0.19,N,4
14625,22.0,40000.0,Aluguel,0.0,Educativo,A,10000.0,8.0,0.0,0.25,N,4
14626,25.0,59650.0,Hipoteca,9.0,Personal,C,10000.0,13.61,0.0,0.17,S,2
14627,24.0,60140.0,Aluguel,2.0,Empreendimento,A,7000.0,8.59,0.0,0.12,N,3
14628,39.0,19404.0,Hipoteca,0.0,Médico,B,6000.0,11.14,1.0,0.31,N,13
14629,21.0,18000.0,Aluguel,2.0,Personal,B,4500.0,10.38,1.0,0.25,N,2
14630,41.0,54000.0,Hipoteca,6.0,Empreendimento,C,5000.0,13.23,1.0,0.09,N,12
14631,29.0,75000.0,Aluguel,2.0,Melhora do lar,B,7000.0,11.71,0.0,0.09,N,9
14632,29.0,30000.0,Hipoteca,7.0,Pagamento de débitos,C,1500.0,13.16,0.0,0.05,N,8
14633,23.0,40000.0,Aluguel,7.0,Empreendimento,C,1500.0,13.99,0.0,0.04,S,2
14634,34.0,82000.0,Aluguel,3.0,Médico,A,6000.0,8.9,0.0,0.07,N,5
14635,24.0,73000.0,Hipoteca,7.0,Pagamento de débitos,A,14400.0,8.94,0.0,0.2,N,2
14636,58.0,900000.0,Aluguel,18.0,Pagamento de débitos,C,19600.0,13.98,0.0,0.02,N,28
14637,29.0,85155.0,Aluguel,13.0,Melhora do lar,D,20000.0,14.61,0.0,0.23,N,6
14638,29.0,83004.0,Hipoteca,3.0,Personal,B,4500.0,11.49,0.0,0.05,N,10
14639,22.0,53000.0,Aluguel,2.0,Educativo,B,6500.0,10.65,0.0,0.12,N,4
14640,27.0,65000.0,Hipoteca,11.0,Melhora do lar,A,8000.0,7.49,0.0,0.12,N,9
14641,27.0,73400.0,Hipoteca,10.0,Médico,A,2100.0,6.76,0.0,0.03,N,5
14642,23.0,95000.0,Hipoteca,8.0,Médico,C,7200.0,14.79,0.0,0.08,S,4
14643,25.0,101000.0,Hipoteca,9.0,Educativo,B,17000.0,11.71,0.0,0.17,N,3
14644,38.0,140000.0,Hipoteca,2.0,Médico,B,8000.0,10.95,0.0,0.06,N,14
14645,30.0,57000.0,Aluguel,14.0,Pagamento de débitos,A,12000.0,5.42,0.0,0.21,N,7
14646,27.0,12000.0,Aluguel,2.0,Médico,A,5000.0,8.49,1.0,0.42,N,10
14647,38.0,150000.0,Hipoteca,3.0,Pagamento de débitos,B,7500.0,10.0,0.0,0.05,N,13
14648,28.0,42682.0,Aluguel,1.0,Personal,A,8000.0,6.03,0.0,0.19,N,9
14649,23.0,125000.0,Outro,4.0,Educativo,A,7500.0,8.0,0.0,0.06,N,2
14650,24.0,72250.0,Aluguel,5.0,Médico,E,17600.0,17.19,1.0,0.21,S,4
14651,41.0,121200.0,Aluguel,1.0,Empreendimento,A,10000.0,6.03,0.0,0.08,N,13
14652,29.0,30000.0,Hipoteca,2.0,Médico,A,6500.0,8.59,0.0,0.22,N,10
14653,34.0,91200.0,Aluguel,5.0,Médico,A,12000.0,6.92,0.0,0.13,N,7
14654,31.0,39996.0,Hipoteca,3.0,Empreendimento,B,9600.0,11.26,0.0,0.24,N,7
14655,33.0,42000.0,Aluguel,3.0,Pagamento de débitos,C,12000.0,13.57,0.0,0.29,N,7
14656,27.0,25200.0,Aluguel,3.0,Médico,A,6000.0,7.9,0.0,0.24,N,5
14657,23.0,35400.0,Aluguel,4.0,Empreendimento,B,9600.0,11.89,0.0,0.27,N,2
14658,29.0,65000.0,Hipoteca,0.0,Melhora do lar,A,10000.0,8.94,0.0,0.15,N,9
14659,32.0,55000.0,Própria,4.0,Melhora do lar,E,15250.0,16.35,0.0,0.28,S,6
14660,36.0,84000.0,Hipoteca,14.0,Empreendimento,A,1000.0,7.51,0.0,0.01,N,16
14661,23.0,37000.0,Própria,6.0,Médico,A,1125.0,5.79,0.0,0.03,N,3
14662,24.0,144000.0,Hipoteca,8.0,Personal,B,14400.0,10.25,0.0,0.1,N,3
14663,25.0,51996.0,Aluguel,9.0,Empreendimento,B,20000.0,10.99,1.0,0.38,N,3
14664,35.0,32900.0,Aluguel,4.0,Melhora do lar,C,4800.0,13.23,1.0,0.15,S,8
14665,23.0,90000.0,Aluguel,4.0,Pagamento de débitos,C,13000.0,12.73,0.0,0.14,N,2
14666,33.0,48000.0,Hipoteca,7.0,Médico,A,13800.0,8.9,0.0,0.29,N,6
14667,30.0,31000.0,Hipoteca,3.0,Empreendimento,D,12000.0,14.42,1.0,0.39,N,9
14668,25.0,24996.0,Aluguel,1.0,Personal,C,4200.0,14.26,0.0,0.17,S,2
14669,22.0,128165.0,Aluguel,6.0,Pagamento de débitos,A,14000.0,8.94,0.0,0.11,N,3
14670,28.0,49000.0,Aluguel,6.0,Pagamento de débitos,D,4800.0,15.99,1.0,0.1,N,5
14671,28.0,91800.0,Hipoteca,6.0,Médico,D,10000.0,16.89,1.0,0.09,S,8
14672,23.0,138000.0,Aluguel,1.0,Educativo,D,5000.0,14.91,1.0,0.04,N,2
14673,30.0,200000.0,Hipoteca,5.0,Personal,B,20000.0,11.48,0.0,0.1,N,7
14674,25.0,49029.0,Aluguel,8.0,Médico,B,2000.0,11.99,0.0,0.04,N,2
14675,25.0,24996.0,Aluguel,3.0,Educativo,C,7500.0,12.98,0.0,0.3,S,3
14676,36.0,65004.0,Aluguel,3.0,Educativo,D,20000.0,15.33,1.0,0.31,N,15
14677,24.0,78000.0,Própria,8.0,Educativo,B,25000.0,12.18,0.0,0.32,N,4
14678,30.0,49000.0,Hipoteca,2.0,Personal,C,16000.0,13.49,1.0,0.33,N,7
14679,22.0,30000.0,Hipoteca,0.0,Educativo,A,7000.0,7.29,0.0,0.23,N,3
14680,22.0,60000.0,Aluguel,3.0,Pagamento de débitos,C,14000.0,13.48,0.0,0.23,S,3
14681,29.0,55500.0,Aluguel,13.0,Pagamento de débitos,A,12000.0,7.88,0.0,0.22,N,8
14682,30.0,125000.0,Hipoteca,14.0,Melhora do lar,A,5750.0,7.43,0.0,0.05,N,5
14683,36.0,52000.0,Aluguel,2.0,Pagamento de débitos,C,7000.0,13.85,1.0,0.13,N,11
14684,33.0,99300.0,Hipoteca,11.0,Médico,A,7500.0,5.79,0.0,0.08,N,7
14685,29.0,55000.0,Aluguel,3.0,Educativo,B,14000.0,11.48,0.0,0.25,N,7
14686,29.0,50000.0,Aluguel,13.0,Melhora do lar,B,6000.0,9.99,0.0,0.12,N,7
14687,22.0,65000.0,Aluguel,3.0,Médico,A,14000.0,7.49,0.0,0.22,N,2
14688,38.0,81000.0,Hipoteca,3.0,Personal,C,10000.0,14.27,0.0,0.12,S,16
14689,26.0,28800.0,Hipoteca,2.0,Empreendimento,A,5150.0,6.62,0.0,0.18,N,2
14690,24.0,90000.0,Hipoteca,8.0,Personal,B,8000.0,9.91,0.0,0.09,N,4
14691,28.0,41000.0,Aluguel,0.0,Empreendimento,B,3000.0,11.11,0.0,0.07,N,6
14692,25.0,150000.0,Hipoteca,3.0,Melhora do lar,A,15000.0,6.54,0.0,0.1,N,2
14693,21.0,40000.0,Hipoteca,3.0,Pagamento de débitos,A,6000.0,5.79,0.0,0.15,N,3
14694,25.0,48000.0,Aluguel,1.0,Educativo,A,3000.0,9.32,1.0,0.06,N,4
14695,22.0,84000.0,Hipoteca,7.0,Pagamento de débitos,A,2825.0,5.99,0.0,0.03,N,4
14696,21.0,45000.0,Aluguel,5.0,Empreendimento,C,4000.0,12.87,0.0,0.09,S,2
14697,25.0,115200.0,Aluguel,0.0,Melhora do lar,B,24250.0,11.36,0.0,0.21,N,2
14698,26.0,130000.0,Hipoteca,8.0,Personal,A,10000.0,6.03,0.0,0.08,N,2
14699,29.0,28550.0,Aluguel,6.0,Pagamento de débitos,B,4000.0,10.59,0.0,0.14,N,10
14700,24.0,87000.0,Hipoteca,6.0,Personal,B,6000.0,10.65,0.0,0.07,N,4
14701,22.0,74000.0,Hipoteca,0.0,Empreendimento,G,19000.0,20.48,1.0,0.26,S,2
14702,36.0,90000.0,Aluguel,7.0,Personal,D,30000.0,15.99,1.0,0.33,S,11
14703,30.0,65136.0,Hipoteca,0.0,Personal,C,6250.0,12.87,0.0,0.1,S,9
14704,34.0,140000.0,Hipoteca,8.0,Educativo,A,12000.0,7.29,0.0,0.09,N,8
14705,21.0,18000.0,Aluguel,3.0,Personal,C,1500.0,12.87,0.0,0.08,S,4
14706,27.0,104000.0,Hipoteca,11.0,Personal,B,10000.0,10.65,0.0,0.1,N,9
14707,25.0,15600.0,Própria,0.0,Empreendimento,F,3200.0,18.09,1.0,0.21,N,2
14708,22.0,52584.0,Hipoteca,2.0,Personal,D,6400.0,14.54,0.0,0.12,N,4
14709,24.0,79768.0,Própria,2.0,Educativo,C,12000.0,13.49,0.0,0.15,S,4
14710,21.0,60000.0,Hipoteca,2.0,Empreendimento,B,6000.0,10.62,0.0,0.1,N,2
14711,30.0,70000.0,Hipoteca,9.0,Personal,A,7000.0,8.9,0.0,0.1,N,8
14712,42.0,62000.0,Aluguel,2.0,Personal,B,8000.0,9.63,0.0,0.13,N,11
14713,23.0,40000.0,Aluguel,4.0,Personal,C,3500.0,13.23,0.0,0.09,S,2
14714,23.0,78000.0,Aluguel,1.0,Melhora do lar,D,12000.0,14.96,1.0,0.15,N,4
14715,38.0,43000.0,Aluguel,22.0,Médico,D,10000.0,16.89,1.0,0.23,S,12
14716,21.0,50700.0,Aluguel,5.0,Empreendimento,B,7950.0,10.99,0.0,0.16,N,3
14717,27.0,200000.0,Hipoteca,7.0,Personal,B,15000.0,9.88,0.0,0.07,N,9
14718,24.0,59000.0,Aluguel,2.0,Médico,E,16000.0,16.45,1.0,0.27,N,2
14719,22.0,49920.0,Hipoteca,1.0,Educativo,C,10000.0,12.53,0.0,0.2,N,3
14720,24.0,15600.0,Própria,5.0,Melhora do lar,A,3300.0,6.39,1.0,0.21,N,4
14721,24.0,74000.0,Aluguel,1.0,Melhora do lar,D,16800.0,15.65,1.0,0.23,S,3
14722,33.0,101000.0,Hipoteca,8.0,Melhora do lar,A,5000.0,7.49,0.0,0.05,N,7
14723,22.0,65000.0,Hipoteca,6.0,Médico,B,3800.0,11.12,0.0,0.06,N,4
14724,24.0,50000.0,Aluguel,2.0,Melhora do lar,B,7500.0,10.01,0.0,0.15,N,3
14725,24.0,54400.0,Hipoteca,8.0,Melhora do lar,A,3300.0,7.66,0.0,0.06,N,2
14726,25.0,108000.0,Hipoteca,9.0,Médico,B,15000.0,10.39,0.0,0.14,N,4
14727,29.0,42000.0,Hipoteca,6.0,Educativo,A,5500.0,7.66,1.0,0.13,N,10
14728,25.0,80000.0,Hipoteca,4.0,Empreendimento,C,15000.0,12.61,0.0,0.19,S,4
14729,27.0,79200.0,Própria,1.0,Melhora do lar,E,15000.0,17.14,0.0,0.19,N,8
14730,50.0,68608.0,Aluguel,21.0,Empreendimento,B,7500.0,10.33,0.0,0.11,N,15
14731,23.0,63402.0,Aluguel,3.0,Pagamento de débitos,C,6000.0,13.22,0.0,0.09,N,4
14732,46.0,105398.0,Hipoteca,9.0,Melhora do lar,E,20700.0,17.43,0.0,0.2,N,12
14733,23.0,41000.0,Aluguel,7.0,Educativo,A,4700.0,7.9,0.0,0.11,N,4
14734,26.0,120000.0,Hipoteca,10.0,Personal,C,10000.0,12.73,0.0,0.08,N,3
14735,21.0,72000.0,Aluguel,3.0,Educativo,A,6000.0,5.42,0.0,0.08,N,4
14736,22.0,35000.0,Aluguel,0.0,Personal,B,3600.0,11.83,0.0,0.1,N,3
14737,37.0,43000.0,Aluguel,1.0,Médico,A,10000.0,7.9,0.0,0.23,N,16
14738,25.0,60000.0,Hipoteca,10.0,Empreendimento,D,10000.0,16.77,0.0,0.17,N,3
14739,24.0,71000.0,Hipoteca,6.0,Educativo,B,5000.0,10.39,1.0,0.07,N,2
14740,26.0,44000.0,Hipoteca,3.0,Pagamento de débitos,D,3500.0,16.29,1.0,0.08,N,3
14741,25.0,63720.0,Hipoteca,8.0,Melhora do lar,A,12500.0,7.51,0.0,0.2,N,3
14742,28.0,97000.0,Hipoteca,6.0,Pagamento de débitos,A,6000.0,7.49,0.0,0.06,N,10
14743,25.0,82000.0,Aluguel,1.0,Educativo,E,22000.0,17.51,1.0,0.27,N,2
14744,23.0,80000.0,Hipoteca,7.0,Educativo,B,15000.0,12.42,0.0,0.19,N,2
14745,21.0,40000.0,Aluguel,3.0,Educativo,A,4000.0,7.51,0.0,0.1,N,2
14746,24.0,54000.0,Própria,8.0,Personal,B,10000.0,10.99,0.0,0.19,N,3
14747,33.0,80000.0,Hipoteca,1.0,Melhora do lar,A,6000.0,7.88,0.0,0.07,N,10
14748,28.0,55000.0,Hipoteca,4.0,Melhora do lar,A,20000.0,6.62,0.0,0.36,N,10
14749,31.0,90400.0,Hipoteca,9.0,Médico,B,9500.0,10.37,0.0,0.11,N,6
14750,37.0,56000.0,Hipoteca,2.0,Melhora do lar,A,13000.0,9.63,0.0,0.23,N,17
14751,36.0,23004.0,Própria,0.0,Empreendimento,B,12000.0,11.48,0.0,0.52,N,11
14752,24.0,95000.0,Aluguel,0.0,Educativo,A,4000.0,7.9,0.0,0.04,N,4
14753,23.0,83000.0,Hipoteca,5.0,Educativo,B,20000.0,11.83,1.0,0.24,N,4
14754,28.0,136092.0,Hipoteca,2.0,Empreendimento,C,8000.0,13.61,0.0,0.06,N,5
14755,23.0,86000.0,Hipoteca,2.0,Personal,A,15000.0,6.03,0.0,0.17,N,2
14756,24.0,112000.0,Hipoteca,0.0,Educativo,A,3000.0,5.99,0.0,0.03,N,3
14757,22.0,50004.0,Própria,0.0,Empreendimento,C,5000.0,14.26,0.0,0.1,S,4
14758,31.0,95000.0,Hipoteca,5.0,Pagamento de débitos,B,15000.0,11.14,0.0,0.16,N,9
14759,38.0,30500.0,Aluguel,8.0,Educativo,C,10000.0,14.22,1.0,0.33,N,12
14760,30.0,96000.0,Hipoteca,8.0,Educativo,C,18000.0,13.49,0.0,0.19,N,7
14761,27.0,60000.0,Aluguel,11.0,Pagamento de débitos,B,1800.0,11.46,0.0,0.03,N,8
14762,26.0,85000.0,Hipoteca,10.0,Melhora do lar,C,4800.0,11.59,0.0,0.06,S,2
14763,25.0,110000.0,Hipoteca,5.0,Empreendimento,C,1200.0,13.49,0.0,0.01,N,4
14764,39.0,24000.0,Aluguel,1.0,Médico,A,8500.0,7.49,1.0,0.35,N,12
14765,23.0,34780.0,Aluguel,5.0,Personal,D,7500.0,12.61,0.0,0.22,N,4
14766,32.0,40000.0,Aluguel,2.0,Educativo,B,5400.0,11.11,0.0,0.14,N,5
14767,24.0,105508.0,Hipoteca,8.0,Médico,A,3500.0,7.66,0.0,0.03,N,4
14768,24.0,73000.0,Aluguel,3.0,Personal,B,10000.0,11.26,0.0,0.14,N,3
14769,36.0,50000.0,Aluguel,6.0,Empreendimento,C,7200.0,13.98,0.0,0.14,N,15
14770,27.0,55596.0,Hipoteca,5.0,Médico,A,2000.0,7.51,0.0,0.04,N,9
14771,22.0,38400.0,Própria,5.0,Educativo,C,10000.0,13.99,0.0,0.26,N,2
14772,23.0,49800.0,Aluguel,2.0,Personal,B,2400.0,11.83,0.0,0.05,N,2
14773,24.0,28596.0,Aluguel,5.0,Educativo,B,1500.0,11.46,0.0,0.05,N,4
14774,22.0,43000.0,Aluguel,2.0,Pagamento de débitos,A,14400.0,7.88,1.0,0.33,N,2
14775,26.0,50049.0,Aluguel,5.0,Pagamento de débitos,C,8000.0,12.99,0.0,0.16,N,3
14776,27.0,39000.0,Hipoteca,0.0,Pagamento de débitos,C,6900.0,12.87,0.0,0.18,N,9
14777,42.0,73100.0,Aluguel,4.0,Médico,D,12000.0,16.77,1.0,0.14,S,13
14778,22.0,60000.0,Hipoteca,5.0,Empreendimento,B,20000.0,12.21,0.0,0.33,N,3
14779,26.0,37200.0,Hipoteca,10.0,Pagamento de débitos,C,16000.0,13.11,1.0,0.43,N,2
14780,23.0,26400.0,Aluguel,0.0,Médico,A,7000.0,7.4,0.0,0.27,N,2
14781,27.0,34000.0,Aluguel,0.0,Personal,D,10000.0,15.37,1.0,0.29,S,5
14782,23.0,13000.0,Aluguel,3.0,Melhora do lar,D,2800.0,15.21,1.0,0.22,N,2
14783,25.0,66000.0,Aluguel,9.0,Educativo,D,25000.0,15.33,1.0,0.38,N,2
14784,25.0,82000.0,Aluguel,2.0,Empreendimento,B,4050.0,9.99,0.0,0.05,N,2
14785,28.0,90000.0,Hipoteca,7.0,Personal,A,12000.0,8.32,0.0,0.13,N,9
14786,23.0,43500.0,Aluguel,2.0,Personal,C,10400.0,13.49,0.0,0.24,N,4
14787,23.0,56100.0,Hipoteca,5.0,Médico,C,18000.0,14.22,1.0,0.27,S,2
14788,27.0,44000.0,Hipoteca,2.0,Médico,A,7500.0,8.0,0.0,0.17,N,8
14789,26.0,32000.0,Hipoteca,10.0,Médico,D,15000.0,15.33,1.0,0.47,N,3
14790,24.0,65000.0,Hipoteca,5.0,Empreendimento,A,8000.0,7.51,0.0,0.12,N,4
14791,24.0,46000.0,Aluguel,4.0,Personal,C,9000.0,13.22,0.0,0.2,N,3
14792,26.0,59700.0,Hipoteca,5.0,Empreendimento,B,15000.0,10.99,0.0,0.25,N,4
14793,31.0,70000.0,Hipoteca,3.0,Personal,A,8400.0,6.91,0.0,0.12,N,9
14794,22.0,39000.0,Aluguel,2.0,Personal,A,7000.0,8.9,1.0,0.18,N,3
14795,21.0,55438.0,Aluguel,4.0,Empreendimento,C,19400.0,13.49,1.0,0.35,N,2
14796,21.0,86000.0,Aluguel,5.0,Educativo,B,6000.0,10.0,0.0,0.07,N,4
14797,24.0,48000.0,Hipoteca,7.0,Médico,A,12000.0,7.29,0.0,0.25,N,3
14798,25.0,45000.0,Hipoteca,2.0,Médico,A,3000.0,6.92,0.0,0.07,N,3
14799,28.0,44300.0,Hipoteca,12.0,Melhora do lar,A,4325.0,7.49,0.0,0.1,N,5
14800,44.0,49510.0,Hipoteca,5.0,Melhora do lar,B,4000.0,10.62,0.0,0.08,N,14
14801,32.0,110000.0,Hipoteca,2.0,Empreendimento,B,5600.0,10.74,0.0,0.05,N,7
14802,23.0,45000.0,Aluguel,0.0,Empreendimento,C,6225.0,11.54,0.0,0.14,S,4
14803,24.0,100000.0,Hipoteca,8.0,Educativo,A,16800.0,7.88,0.0,0.17,N,4
14804,23.0,32000.0,Aluguel,0.0,Educativo,A,4000.0,7.68,0.0,0.13,N,3
14805,24.0,91000.0,Hipoteca,9.0,Educativo,A,15000.0,6.03,0.0,0.16,N,4
14806,28.0,114000.0,Hipoteca,12.0,Empreendimento,E,8000.0,18.64,0.0,0.07,N,10
14807,40.0,42996.0,Própria,15.0,Médico,D,15000.0,16.0,0.0,0.35,S,16
14808,23.0,82000.0,Aluguel,2.0,Personal,B,20900.0,12.69,0.0,0.25,N,2
14809,27.0,35000.0,Aluguel,4.0,Educativo,B,12800.0,10.0,1.0,0.37,N,7
14810,34.0,53995.0,Aluguel,10.0,Personal,B,5000.0,9.63,0.0,0.09,N,6
14811,25.0,40000.0,Hipoteca,8.0,Pagamento de débitos,A,10000.0,7.14,0.0,0.25,N,4
14812,27.0,71020.0,Aluguel,1.0,Médico,C,10000.0,12.53,0.0,0.14,N,6
14813,25.0,43200.0,Aluguel,3.0,Empreendimento,C,3000.0,13.8,0.0,0.07,N,2
14814,30.0,230000.0,Hipoteca,14.0,Pagamento de débitos,C,12000.0,13.98,0.0,0.05,S,10
14815,24.0,79650.0,Aluguel,4.0,Personal,E,6000.0,16.35,1.0,0.08,S,3
14816,33.0,235000.0,Hipoteca,3.0,Educativo,B,25000.0,10.62,0.0,0.11,N,6
14817,24.0,64000.0,Hipoteca,7.0,Pagamento de débitos,F,4000.0,20.89,1.0,0.06,S,2
14818,28.0,45000.0,Hipoteca,5.0,Melhora do lar,D,15000.0,15.99,0.0,0.33,S,8
14819,35.0,140000.0,Hipoteca,3.0,Médico,B,25000.0,12.21,0.0,0.18,N,10
14820,26.0,38400.0,Própria,1.0,Personal,B,15500.0,11.99,0.0,0.4,N,3
14821,23.0,98280.0,Hipoteca,7.0,Personal,A,9400.0,6.62,0.0,0.1,N,3
14822,23.0,140000.0,Aluguel,7.0,Educativo,A,9000.0,7.14,0.0,0.06,N,3
14823,23.0,90000.0,Hipoteca,4.0,Médico,B,4800.0,10.36,0.0,0.05,N,4
14824,26.0,250000.0,Hipoteca,10.0,Educativo,A,15000.0,7.49,0.0,0.06,N,2
14825,29.0,85000.0,Hipoteca,9.0,Empreendimento,B,20000.0,10.38,0.0,0.24,N,9
14826,25.0,59000.0,Aluguel,0.0,Pagamento de débitos,E,15000.0,16.45,1.0,0.25,N,4
14827,35.0,80000.0,Aluguel,0.0,Educativo,B,7050.0,8.88,0.0,0.09,N,10
14828,33.0,50000.0,Aluguel,1.0,Melhora do lar,A,9000.0,7.51,0.0,0.18,N,9
14829,24.0,60000.0,Hipoteca,9.0,Melhora do lar,B,1500.0,12.42,0.0,0.03,N,2
14830,46.0,74000.0,Hipoteca,18.0,Empreendimento,C,20000.0,12.68,0.0,0.27,S,16
14831,33.0,90000.0,Hipoteca,12.0,Personal,A,6000.0,5.42,0.0,0.07,N,7
14832,29.0,90000.0,Aluguel,4.0,Empreendimento,B,12000.0,10.74,0.0,0.13,N,10
14833,23.0,45000.0,Aluguel,4.0,Educativo,C,4800.0,13.98,0.0,0.11,N,3
14834,31.0,24000.0,Própria,0.0,Educativo,B,6200.0,11.14,0.0,0.26,N,8
14835,41.0,50000.0,Aluguel,0.0,Médico,B,6000.0,10.71,0.0,0.12,N,11
14836,24.0,27456.0,Aluguel,1.0,Médico,C,9250.0,12.87,1.0,0.34,N,3
14837,25.0,48000.0,Hipoteca,3.0,Médico,C,1400.0,14.79,0.0,0.03,S,4
14838,24.0,48000.0,Hipoteca,4.0,Médico,A,4000.0,5.42,0.0,0.08,N,4
14839,33.0,108000.0,Hipoteca,17.0,Personal,C,7200.0,14.35,0.0,0.07,S,6
14840,25.0,57840.0,Aluguel,5.0,Médico,B,13600.0,9.99,0.0,0.24,N,2
14841,27.0,54400.0,Hipoteca,11.0,Médico,D,11000.0,15.33,1.0,0.17,S,10
14842,23.0,17004.0,Aluguel,3.0,Médico,A,5000.0,6.54,1.0,0.29,N,2
14843,25.0,80000.0,Hipoteca,9.0,Pagamento de débitos,A,10250.0,5.42,0.0,0.13,N,4
14844,27.0,65600.0,Aluguel,3.0,Educativo,D,6000.0,15.62,0.0,0.09,S,9
14845,33.0,120000.0,Hipoteca,6.0,Médico,A,4500.0,5.99,0.0,0.04,N,5
14846,24.0,75000.0,Aluguel,0.0,Empreendimento,A,12000.0,6.62,0.0,0.16,N,2
14847,24.0,47928.0,Aluguel,1.0,Médico,B,6000.0,12.53,0.0,0.13,N,2
14848,28.0,28000.0,Própria,0.0,Médico,B,3250.0,12.53,0.0,0.12,N,9
14849,27.0,140987.0,Hipoteca,5.0,Empreendimento,A,6450.0,5.99,0.0,0.05,N,10
14850,29.0,260000.0,Hipoteca,0.0,Melhora do lar,B,20000.0,10.37,0.0,0.08,N,9
14851,22.0,70000.0,Hipoteca,3.0,Empreendimento,B,14400.0,11.71,0.0,0.21,N,4
