,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
16400,2,1,1,0.0,4,4,10,15.31,1.0,0.33,0,0.7
16401,3,3,2,18.0,2,1,4,7.29,0.0,0.04,0,1.1
16402,1,1,1,2.0,1,2,1,12.53,0.0,0.05,0,0.4
16403,2,2,1,5.0,2,1,20,6.91,0.0,0.27,0,0.4
16404,1,1,1,5.0,3,1,7,6.62,1.0,0.32,0,0.2
16405,3,1,1,0.0,3,1,10,5.99,0.0,0.3,0,1.1
16406,1,2,2,2.0,4,2,4,11.86,0.0,0.08,0,0.3
16407,3,3,2,14.0,4,3,32,14.27,0.0,0.13,1,1.6
16408,2,2,1,0.0,2,4,11,16.07,1.0,0.28,1,0.9
16409,2,2,2,6.0,3,1,16,8.9,0.0,0.34,0,1.0
16410,3,2,1,4.0,1,4,10,16.49,0.0,0.13,1,0.7
16411,3,1,1,5.0,1,3,15,13.49,1.0,0.48,0,0.8
16412,4,3,1,5.0,4,1,15,7.66,0.0,0.12,0,1.6
16413,2,1,1,5.0,4,2,6,9.99,0.0,0.19,0,0.9
16414,1,2,1,1.0,3,2,4,10.0,0.0,0.1,0,0.3
16415,3,2,2,2.0,1,1,9,6.92,0.0,0.14,0,0.6
16416,1,2,1,6.0,1,3,12,12.73,0.0,0.24,0,0.4
16417,4,3,1,3.0,4,2,12,10.74,0.0,0.12,0,1.4
16418,2,2,2,8.0,4,3,12,13.16,1.0,0.16,1,0.7
16419,1,3,2,0.0,4,5,25,16.45,1.0,0.15,0,0.3
16420,1,1,1,0.0,5,1,3,9.32,0.0,0.09,0,0.2
16421,1,2,2,5.0,1,2,21,11.48,0.0,0.27,0,0.3
16422,2,3,1,6.0,5,3,20,12.73,0.0,0.15,0,1.0
16423,2,2,1,3.0,4,2,5,11.49,0.0,0.12,0,0.9
16424,1,2,1,6.0,1,1,16,7.88,0.0,0.22,0,0.2
16425,2,2,1,1.0,2,1,5,5.42,0.0,0.11,0,0.2
16426,1,2,1,0.0,1,2,4,11.49,0.0,0.06,0,0.3
16427,1,2,2,4.0,3,1,9,6.99,0.0,0.12,0,0.3
16428,1,2,1,6.0,2,4,17,16.77,1.0,0.24,0,0.2
16429,1,2,1,7.0,4,2,5,11.12,0.0,0.1,0,0.2
16430,1,2,1,5.0,6,4,4,16.49,1.0,0.06,1,0.4
16431,1,3,3,5.0,3,6,8,19.13,0.0,0.07,1,0.2
16432,3,2,2,16.0,4,2,18,11.49,0.0,0.26,0,0.8
16433,3,3,2,6.0,5,1,9,6.92,0.0,0.05,0,0.8
16434,1,3,1,5.0,3,2,25,11.86,0.0,0.11,0,0.4
16435,3,2,2,11.0,6,2,3,9.91,1.0,0.04,0,0.5
16436,1,2,2,8.0,2,1,2,7.66,0.0,0.04,0,0.2
16437,2,2,2,10.0,1,1,6,5.42,0.0,0.11,0,0.4
16438,1,2,2,0.0,2,1,8,7.49,0.0,0.14,0,0.3
16439,1,3,2,5.0,3,2,20,10.62,0.0,0.22,0,0.2
16440,1,3,2,9.0,4,3,7,13.98,0.0,0.07,0,0.3
16441,2,2,1,2.0,3,2,5,11.86,0.0,0.1,0,0.8
16442,3,2,1,1.0,2,2,4,10.0,0.0,0.1,0,1.0
16443,4,2,2,3.0,1,3,6,12.99,0.0,0.16,0,1.1
16444,1,2,2,8.0,1,1,8,8.63,0.0,0.09,0,0.4
16445,1,2,1,2.0,2,3,12,15.96,0.0,0.26,1,0.2
16446,3,3,2,9.0,1,2,6,9.99,0.0,0.06,0,0.7
16447,3,3,2,4.0,3,1,8,5.79,0.0,0.08,0,1.0
16448,3,2,2,4.0,5,3,2,12.99,0.0,0.03,0,1.0
16449,2,3,2,13.0,1,3,6,13.98,0.0,0.07,1,0.5
16450,1,1,1,3.0,1,2,1,10.99,0.0,0.03,0,0.2
16451,2,2,3,4.0,1,3,10,14.65,0.0,0.24,0,0.7
16452,1,2,1,1.0,1,3,18,13.23,0.0,0.29,1,0.2
16453,1,1,3,7.0,3,2,8,12.69,0.0,0.36,0,0.3
16454,2,2,1,1.0,1,3,5,13.79,0.0,0.1,1,0.9
16455,1,2,1,3.0,1,3,15,13.85,1.0,0.39,1,0.3
16456,2,2,1,1.0,3,4,6,14.61,1.0,0.15,0,0.7
16457,1,2,2,6.0,1,1,8,6.92,0.0,0.12,0,0.2
16458,1,2,1,0.0,3,1,12,7.51,0.0,0.14,0,0.3
16459,1,2,2,5.0,1,2,5,12.42,0.0,0.08,0,0.2
16460,1,2,1,8.0,6,2,19,10.62,0.0,0.26,0,0.3
16461,1,3,1,3.0,1,2,5,9.62,0.0,0.05,0,0.3
16462,2,2,1,4.0,3,1,14,8.49,1.0,0.35,0,1.0
16463,3,3,2,17.0,5,1,6,7.14,0.0,0.06,0,1.7
16464,1,2,1,2.0,3,1,12,7.88,0.0,0.16,0,0.3
16465,1,2,3,2.0,3,2,23,12.69,0.0,0.53,0,0.2
16466,1,2,1,0.0,3,2,6,11.11,0.0,0.15,0,0.3
16467,1,2,1,5.0,5,2,9,11.36,0.0,0.11,0,0.2
16468,3,1,1,2.0,5,1,12,8.9,1.0,0.4,0,0.7
16469,1,2,1,1.0,5,4,6,15.99,1.0,0.15,1,0.3
16470,2,2,1,0.0,3,2,22,9.76,0.0,0.28,0,0.9
16471,1,2,1,3.0,3,2,5,9.25,0.0,0.13,0,0.4
16472,2,1,1,3.0,3,2,4,12.53,0.0,0.19,0,0.9
16473,1,2,2,5.0,4,3,11,14.65,0.0,0.18,1,0.4
16474,1,1,1,3.0,2,1,2,8.49,0.0,0.07,0,0.2
16475,3,1,3,1.0,3,4,5,14.59,0.0,0.18,1,1.0
16476,3,2,2,6.0,1,2,3,9.99,0.0,0.04,0,0.6
16477,1,1,1,1.0,2,4,2,16.29,1.0,0.06,1,0.4
16478,3,2,2,2.0,4,3,8,14.65,0.0,0.18,0,0.8
16479,2,2,2,3.0,3,1,8,7.29,0.0,0.11,0,0.8
16480,3,2,2,7.0,4,3,5,13.11,1.0,0.07,1,0.9
16481,1,1,1,2.0,3,2,4,12.21,0.0,0.12,0,0.2
16482,1,2,2,5.0,2,2,12,9.99,0.0,0.17,0,0.2
16483,1,2,1,0.0,3,4,16,16.0,1.0,0.38,0,0.3
16484,1,2,1,4.0,4,1,6,5.42,0.0,0.07,0,0.3
16485,2,2,1,8.0,1,3,12,13.22,0.0,0.27,0,0.4
16486,1,2,1,0.0,2,2,7,11.86,0.0,0.17,0,0.2
16487,2,2,1,2.0,6,2,8,10.39,1.0,0.21,0,0.9
16488,1,3,1,7.0,2,3,9,11.34,0.0,0.09,1,0.4
16489,1,3,1,6.0,4,2,17,11.48,0.0,0.18,0,0.2
16490,1,2,3,6.0,3,1,12,7.88,0.0,0.19,0,0.2
16491,3,2,1,18.0,2,2,30,11.71,1.0,0.49,0,0.8
16492,2,2,1,8.0,5,4,16,15.7,1.0,0.25,1,0.5
16493,1,1,2,6.0,1,1,8,6.62,0.0,0.24,0,0.4
16494,2,1,1,2.0,2,2,4,10.75,0.0,0.14,0,0.8
16495,3,2,2,8.0,1,3,3,15.23,0.0,0.06,0,0.5
16496,4,1,1,5.0,3,4,8,14.96,0.0,0.27,1,1.2
16497,2,2,1,6.0,1,2,3,9.76,0.0,0.07,0,0.7
16498,4,2,1,0.0,4,2,5,10.74,0.0,0.09,0,1.6
16499,2,2,1,7.0,4,3,5,13.49,1.0,0.13,0,0.6
16500,2,3,2,0.0,3,3,6,14.72,0.0,0.06,1,1.0
16501,1,2,1,2.0,4,2,17,10.99,1.0,0.48,0,0.4
16502,1,2,1,0.0,2,1,6,9.63,0.0,0.09,0,0.3
16503,3,2,2,14.0,5,3,20,13.49,0.0,0.25,0,0.6
16504,1,1,2,7.0,1,1,5,7.9,0.0,0.15,0,0.3
16505,2,2,1,3.0,2,5,15,15.95,1.0,0.21,1,0.8
16506,2,2,1,6.0,2,2,5,9.88,0.0,0.13,0,1.0
16507,1,1,3,5.0,3,1,8,7.66,0.0,0.33,0,0.2
16508,2,3,2,7.0,4,1,18,7.9,0.0,0.13,0,0.9
16509,1,2,2,6.0,2,1,7,5.99,0.0,0.09,0,0.2
16510,3,2,1,4.0,1,1,7,7.29,0.0,0.08,0,0.8
16511,1,1,1,3.0,1,1,2,7.49,0.0,0.07,0,0.3
16512,2,2,2,8.0,2,1,5,5.42,0.0,0.09,0,0.7
16513,2,2,1,12.0,5,3,11,14.65,0.0,0.23,0,0.9
16514,1,2,1,0.0,4,1,10,8.49,0.0,0.25,0,0.3
16515,1,2,1,3.0,1,1,2,6.92,0.0,0.06,0,0.2
16516,2,3,2,0.0,4,1,10,7.14,1.0,0.08,0,0.6
16517,1,1,1,2.0,3,1,5,6.91,1.0,0.35,0,0.3
16518,2,2,2,4.0,5,1,11,6.17,0.0,0.13,0,0.5
16519,1,2,1,2.0,3,1,8,7.14,0.0,0.18,0,0.3
16520,1,2,1,2.0,3,1,5,5.42,0.0,0.08,0,0.2
16521,2,2,1,2.0,1,2,10,9.91,0.0,0.21,0,0.2
16522,3,3,1,0.0,1,7,13,21.21,1.0,0.09,0,0.6
16523,1,2,2,4.0,1,4,8,15.62,0.0,0.21,1,0.3
16524,3,2,1,4.0,5,2,5,10.08,0.0,0.12,0,0.9
16525,4,1,1,2.0,6,3,3,12.99,1.0,0.1,0,1.1
16526,2,2,1,1.0,5,1,14,7.49,0.0,0.21,0,0.8
16527,2,2,1,4.0,4,4,8,16.77,0.0,0.14,1,1.0
16528,3,1,3,18.0,1,1,7,6.03,0.0,0.31,0,1.5
16529,2,1,2,1.0,6,2,12,11.14,1.0,0.39,0,0.4
16530,3,2,1,2.0,2,1,8,6.99,0.0,0.12,0,0.9
16531,1,3,1,3.0,3,1,10,6.62,0.0,0.1,0,0.4
16532,1,2,2,0.0,2,3,2,14.72,0.0,0.03,1,0.3
16533,1,2,2,2.0,3,2,12,12.69,0.0,0.18,0,0.4
16534,3,2,2,6.0,4,1,8,5.99,0.0,0.13,0,1.0
16535,1,2,1,9.0,1,4,6,14.61,0.0,0.14,0,0.2
16536,1,2,2,0.0,6,1,16,7.51,1.0,0.3,0,0.2
16537,1,2,1,7.0,2,2,20,10.37,0.0,0.26,0,0.3
16538,1,1,2,0.0,3,2,6,10.71,0.0,0.19,0,0.4
16539,1,2,2,3.0,5,2,5,9.99,0.0,0.1,0,0.2
16540,2,2,1,0.0,3,1,7,6.92,0.0,0.14,0,0.9
16541,4,2,2,9.0,5,2,15,11.14,1.0,0.27,0,1.1
16542,1,2,2,6.0,1,1,7,7.14,0.0,0.09,0,0.3
16543,2,2,1,3.0,5,3,17,14.72,1.0,0.38,0,1.0
16544,1,2,1,6.0,5,2,22,10.25,1.0,0.37,0,0.4
16545,1,1,1,0.0,3,2,4,9.45,0.0,0.14,0,0.3
16546,3,2,2,6.0,4,3,6,15.27,1.0,0.12,0,1.2
16547,2,2,1,0.0,6,1,5,8.9,1.0,0.14,0,0.9
16548,1,2,1,2.0,5,2,12,10.2,1.0,0.17,0,0.4
16549,2,2,1,0.0,2,1,5,7.74,0.0,0.13,0,0.3
16550,3,3,2,2.0,2,3,4,14.22,0.0,0.02,1,1.0
16551,2,3,2,4.0,6,2,15,10.99,0.0,0.17,0,0.5
16552,1,2,3,9.0,3,3,4,13.11,0.0,0.11,0,0.4
16553,1,2,3,5.0,3,1,4,7.29,0.0,0.11,0,0.2
16554,4,2,1,8.0,4,2,10,11.71,1.0,0.19,0,1.5
16555,4,2,2,18.0,5,3,2,13.06,0.0,0.04,0,1.2
16556,3,2,2,1.0,1,3,15,11.78,0.0,0.22,1,0.7
16557,1,3,2,4.0,1,1,12,6.03,0.0,0.09,0,0.2
16558,2,2,2,3.0,6,4,25,16.29,0.0,0.3,0,0.5
16559,2,2,1,6.0,3,3,9,13.49,0.0,0.14,0,0.6
16560,1,2,1,0.0,2,1,9,7.51,0.0,0.19,0,0.4
16561,1,3,1,6.0,6,4,15,17.27,0.0,0.17,1,0.4
16562,1,2,1,0.0,4,1,6,7.74,0.0,0.14,0,0.2
16563,1,1,3,0.0,4,4,5,16.29,0.0,0.24,1,0.3
16564,1,2,2,6.0,2,1,12,5.79,0.0,0.16,0,0.3
16565,3,3,2,11.0,4,1,20,7.9,0.0,0.13,0,1.0
16566,1,3,2,9.0,5,3,10,13.22,0.0,0.06,1,0.2
16567,2,2,2,13.0,3,2,16,9.88,0.0,0.27,0,0.6
16568,1,2,1,8.0,1,5,8,14.18,0.0,0.21,0,0.2
16569,1,1,1,1.0,1,2,5,10.99,0.0,0.15,0,0.4
16570,1,2,2,2.0,5,1,11,8.94,0.0,0.22,0,0.4
16571,3,3,1,8.0,6,6,25,19.41,0.0,0.26,0,1.1
16572,2,2,2,8.0,6,3,6,12.29,0.0,0.17,1,0.4
16573,2,2,1,12.0,6,4,5,15.7,0.0,0.08,1,0.7
16574,3,2,2,21.0,5,4,25,15.57,1.0,0.46,1,1.6
16575,3,2,2,3.0,2,1,13,6.62,0.0,0.18,0,1.0
16576,3,2,2,2.0,5,2,13,11.14,0.0,0.22,0,0.7
16577,1,2,1,3.0,1,1,10,6.62,0.0,0.12,0,0.2
16578,2,2,3,6.0,6,3,15,13.61,0.0,0.41,1,1.0
16579,1,2,1,9.0,2,2,7,10.36,0.0,0.12,0,0.3
16580,3,1,1,2.0,4,4,21,14.74,1.0,0.67,1,0.5
16581,1,1,1,1.0,5,2,10,9.88,1.0,0.3,0,0.4
16582,1,2,1,0.0,1,3,12,11.34,1.0,0.32,0,0.3
16583,1,2,2,1.0,4,1,10,7.51,0.0,0.24,0,0.4
16584,2,2,1,5.0,4,2,2,11.49,0.0,0.04,0,0.2
16585,1,2,1,4.0,1,2,16,9.91,1.0,0.34,0,0.4
16586,2,1,1,3.0,2,2,7,9.99,0.0,0.26,0,0.7
16587,2,2,1,2.0,1,3,2,12.53,1.0,0.04,0,0.8
16588,1,3,3,0.0,3,2,24,12.18,0.0,0.12,0,0.2
16589,1,2,1,3.0,3,3,8,13.22,0.0,0.13,1,0.2
16590,2,2,1,6.0,3,2,5,10.25,0.0,0.11,0,1.0
16591,1,2,1,5.0,2,2,10,9.99,0.0,0.28,0,0.4
16592,3,2,1,0.0,2,3,4,14.65,0.0,0.08,0,0.5
16593,3,2,1,9.0,2,2,10,11.12,0.0,0.12,0,1.2
16594,1,2,1,2.0,4,1,10,6.03,0.0,0.11,0,0.3
16595,1,2,1,7.0,2,4,20,15.65,1.0,0.42,0,0.4
16596,1,3,2,1.0,2,1,3,6.39,0.0,0.03,0,0.3
16597,1,1,1,6.0,3,4,3,16.29,0.0,0.1,0,0.3
16598,1,2,2,7.0,2,4,30,16.49,1.0,0.45,0,0.2
16599,1,2,2,4.0,1,2,21,11.99,0.0,0.3,0,0.4
16600,1,2,2,5.0,2,1,6,6.03,0.0,0.13,0,0.4
16601,2,2,2,5.0,5,4,7,15.95,1.0,0.11,0,0.2
16602,2,1,2,7.0,5,1,6,5.99,0.0,0.23,0,0.6
16603,1,2,2,7.0,2,1,10,7.14,0.0,0.2,0,0.2
16604,2,2,2,4.0,5,2,11,9.63,0.0,0.18,0,0.8
16605,1,1,3,3.0,3,1,4,7.88,0.0,0.14,0,0.3
16606,2,3,2,7.0,1,1,4,6.03,0.0,0.04,0,0.7
16607,1,2,2,9.0,2,3,16,13.61,0.0,0.29,1,0.4
16608,3,2,2,12.0,4,2,7,11.89,0.0,0.13,0,0.9
16609,3,1,1,1.0,1,2,12,9.99,1.0,0.38,0,0.6
16610,2,3,2,12.0,5,6,25,19.79,1.0,0.23,0,0.5
16611,1,2,2,6.0,4,1,7,6.54,0.0,0.12,0,0.2
16612,1,3,1,5.0,2,1,8,6.92,0.0,0.09,0,0.3
16613,1,3,1,1.0,5,3,20,13.79,0.0,0.15,0,0.4
16614,1,2,2,2.0,1,1,7,8.59,0.0,0.13,0,0.2
16615,1,1,2,7.0,5,2,9,9.63,0.0,0.29,0,0.3
16616,2,2,2,2.0,2,1,12,7.29,0.0,0.21,0,0.4
16617,1,2,4,3.0,5,2,5,11.14,0.0,0.08,0,0.3
16618,2,3,2,5.0,1,2,13,10.99,0.0,0.11,0,0.2
16619,2,2,1,2.0,6,4,11,15.62,1.0,0.21,1,1.0
16620,1,1,1,1.0,5,4,11,15.37,1.0,0.52,1,0.2
16621,2,2,1,3.0,3,1,4,9.63,0.0,0.04,0,0.8
16622,3,1,2,12.0,1,1,6,7.68,0.0,0.17,0,0.7
16623,3,1,1,3.0,5,2,12,9.99,1.0,0.4,0,0.8
16624,1,1,1,1.0,3,2,6,10.99,0.0,0.23,0,0.4
16625,1,2,1,1.0,5,2,12,12.69,0.0,0.28,0,0.3
16626,1,2,1,0.0,4,4,6,15.28,1.0,0.13,0,0.3
16627,5,2,1,0.0,1,5,7,16.82,1.0,0.1,1,2.4
16628,2,3,2,0.0,3,1,15,8.94,0.0,0.14,0,0.7
16629,1,3,2,9.0,4,2,12,9.91,0.0,0.1,0,0.3
16630,2,2,1,0.0,5,4,20,13.36,1.0,0.28,0,0.2
16631,1,3,2,0.0,5,3,24,13.06,0.0,0.27,1,0.2
16632,1,2,2,1.0,2,4,24,15.99,1.0,0.25,0,0.4
16633,2,2,1,6.0,6,2,9,10.36,0.0,0.11,0,0.5
16634,2,3,1,5.0,5,3,6,15.23,0.0,0.05,0,0.7
16635,1,3,2,7.0,1,3,18,13.48,1.0,0.21,0,0.2
16636,1,1,3,3.0,1,3,1,15.27,0.0,0.04,1,0.2
16637,1,2,1,3.0,5,2,2,10.74,0.0,0.04,0,0.2
16638,1,2,1,1.0,2,4,8,12.92,1.0,0.18,0,0.2
16639,1,2,1,0.0,3,5,23,16.7,1.0,0.31,1,0.4
16640,1,3,2,4.0,4,1,20,6.91,0.0,0.17,0,0.4
16641,3,2,2,6.0,5,4,8,15.21,1.0,0.2,0,1.3
16642,3,2,1,1.0,1,2,5,9.45,0.0,0.07,0,0.7
16643,1,2,1,5.0,1,2,14,9.91,1.0,0.36,0,0.3
16644,1,3,2,0.0,2,3,18,13.35,0.0,0.19,0,0.3
16645,1,1,1,0.0,5,2,8,11.71,1.0,0.5,0,0.4
16646,3,1,2,2.0,4,2,9,11.99,1.0,0.29,0,0.7
16647,1,2,1,5.0,4,1,14,7.29,0.0,0.19,0,0.4
16648,2,2,1,0.0,2,2,6,11.89,0.0,0.11,0,0.9
16649,2,2,1,5.0,2,4,2,14.96,1.0,0.05,1,0.2
16650,1,2,1,9.0,2,1,9,7.29,0.0,0.2,0,0.3
16651,3,3,2,10.0,4,2,8,10.62,0.0,0.06,0,0.7
16652,2,3,1,5.0,5,2,15,10.75,0.0,0.14,0,0.6
16653,2,2,1,2.0,5,1,10,7.29,0.0,0.2,0,0.3
16654,4,1,3,8.0,2,1,4,7.88,0.0,0.15,0,1.2
16655,1,2,1,6.0,1,2,7,11.12,0.0,0.09,0,0.2
16656,2,3,2,10.0,3,4,8,14.91,0.0,0.08,1,0.4
16657,1,3,2,1.0,4,2,25,11.49,0.0,0.23,0,0.4
16658,3,2,2,9.0,6,2,8,10.65,0.0,0.16,0,1.2
16659,3,3,2,8.0,4,3,20,13.06,0.0,0.22,0,0.9
16660,3,2,2,2.0,2,2,8,10.37,0.0,0.14,0,0.8
16661,1,2,1,5.0,1,1,10,7.51,0.0,0.27,0,0.4
16662,2,2,1,4.0,5,4,15,14.91,1.0,0.3,0,0.7
16663,1,1,1,0.0,3,3,10,15.96,1.0,0.3,1,0.3
16664,1,2,2,6.0,2,1,5,6.54,0.0,0.07,0,0.2
16665,2,2,2,2.0,6,1,14,7.66,0.0,0.16,0,0.3
16666,3,2,1,13.0,1,2,8,11.36,0.0,0.21,0,1.3
16667,1,2,2,8.0,1,1,10,7.51,0.0,0.26,0,0.2
16668,2,2,1,8.0,2,2,12,10.37,0.0,0.3,0,0.9
16669,3,4,2,8.0,2,4,25,14.59,1.0,0.08,0,0.6
16670,2,2,1,6.0,2,3,12,14.27,0.0,0.22,1,1.0
16671,3,1,1,1.0,5,2,5,11.14,0.0,0.17,0,1.7
16672,3,3,2,11.0,5,3,35,13.49,1.0,0.32,0,1.0
16673,1,3,2,8.0,6,3,10,11.66,0.0,0.08,1,0.2
16674,2,2,1,0.0,6,4,4,14.61,1.0,0.05,1,0.5
16675,2,1,2,8.0,6,3,6,11.91,0.0,0.22,0,0.4
16676,1,2,1,6.0,5,2,4,12.69,0.0,0.09,0,0.3
16677,2,2,1,2.0,1,1,3,8.94,0.0,0.07,0,0.5
16678,2,3,2,4.0,4,4,25,13.36,1.0,0.22,0,0.6
16679,1,3,2,5.0,1,6,25,18.09,0.0,0.24,0,0.3
16680,2,3,2,11.0,2,4,12,16.29,1.0,0.04,1,0.4
16681,1,3,2,9.0,4,2,20,8.88,0.0,0.13,0,0.4
16682,1,2,1,4.0,1,4,4,15.28,1.0,0.06,1,0.3
16683,1,3,2,2.0,2,1,3,6.62,0.0,0.03,0,0.2
16684,3,2,1,5.0,2,1,7,7.51,0.0,0.11,0,0.8
16685,3,1,1,16.0,4,1,4,6.39,0.0,0.17,0,0.5
16686,2,2,2,4.0,4,1,9,5.99,0.0,0.17,0,0.5
16687,1,2,2,8.0,2,3,12,12.87,0.0,0.18,1,0.4
16688,1,2,1,1.0,5,1,5,6.54,1.0,0.09,0,0.3
16689,1,2,2,7.0,2,3,8,11.97,1.0,0.12,0,0.3
16690,1,1,1,5.0,5,2,1,11.86,0.0,0.03,0,0.2
16691,1,3,1,2.0,6,4,21,16.49,1.0,0.21,1,0.3
16692,1,2,2,6.0,2,5,11,17.99,1.0,0.14,1,0.2
16693,1,2,1,1.0,1,1,10,5.79,0.0,0.29,0,0.2
16694,3,2,2,8.0,5,1,3,6.99,0.0,0.05,0,1.0
16695,2,3,1,4.0,4,2,8,10.37,0.0,0.04,0,0.5
16696,3,1,3,5.0,1,2,3,11.83,0.0,0.12,0,0.7
16697,3,2,1,4.0,6,3,2,13.23,0.0,0.02,1,0.7
16698,3,2,1,6.0,5,1,2,7.88,0.0,0.03,0,0.8
16699,2,3,1,12.0,1,5,24,16.69,0.0,0.23,0,0.5
16700,2,2,2,10.0,4,5,3,19.91,0.0,0.04,0,0.3
16701,2,2,2,3.0,2,1,7,8.0,0.0,0.17,0,1.0
16702,2,2,3,2.0,6,2,6,11.99,0.0,0.17,0,1.0
16703,2,2,1,1.0,1,1,3,8.49,0.0,0.05,0,0.5
16704,2,3,3,7.0,6,3,20,12.68,0.0,0.2,1,0.6
16705,1,2,1,0.0,2,3,5,12.09,0.0,0.12,1,0.3
16706,2,3,2,2.0,2,3,8,13.23,0.0,0.04,1,0.7
16707,2,3,2,3.0,5,1,5,5.79,0.0,0.05,0,0.9
16708,1,2,2,5.0,3,2,12,11.11,0.0,0.17,0,0.2
16709,3,1,1,4.0,2,4,6,14.74,0.0,0.18,0,1.2
16710,3,2,2,2.0,3,2,8,9.99,0.0,0.12,0,0.7
16711,1,2,1,1.0,6,3,6,12.99,1.0,0.14,0,0.4
16712,4,2,2,1.0,6,1,2,5.99,0.0,0.04,0,1.6
16713,1,1,2,4.0,2,1,2,8.59,0.0,0.07,0,0.3
16714,2,2,2,12.0,4,2,4,12.69,0.0,0.09,0,0.5
16715,2,3,2,10.0,6,5,24,19.42,0.0,0.25,0,0.4
16716,1,2,2,3.0,2,2,8,11.36,0.0,0.15,0,0.2
16717,2,2,2,9.0,2,2,12,9.76,0.0,0.27,0,0.6
16718,3,2,2,3.0,6,1,13,7.88,0.0,0.2,0,0.7
16719,2,2,1,12.0,5,2,16,11.71,1.0,0.4,0,0.6
16720,1,3,2,0.0,2,3,7,12.87,0.0,0.07,0,0.2
16721,1,2,1,2.0,1,1,3,7.88,0.0,0.08,0,0.2
16722,2,2,1,4.0,1,2,20,11.48,0.0,0.29,0,0.9
16723,1,2,2,10.0,1,4,25,15.31,0.0,0.31,0,0.2
16724,3,1,3,0.0,2,1,6,6.03,0.0,0.28,0,1.2
16725,3,2,2,5.0,5,2,25,9.51,0.0,0.38,0,1.0
16726,1,2,2,4.0,5,4,25,17.49,1.0,0.41,0,0.3
16727,1,2,2,3.0,2,2,11,11.36,0.0,0.26,0,0.2
16728,2,2,3,2.0,1,1,4,6.99,0.0,0.09,0,1.0
16729,2,2,1,4.0,3,3,4,13.06,0.0,0.06,1,0.4
16730,3,2,2,4.0,2,2,12,11.14,0.0,0.15,0,0.6
16731,5,2,1,2.0,2,5,2,19.03,1.0,0.03,0,2.4
16732,1,2,2,6.0,1,1,7,7.74,0.0,0.09,0,0.3
16733,1,2,2,8.0,6,2,20,9.99,0.0,0.35,0,0.2
16734,2,3,2,10.0,5,3,5,11.97,0.0,0.04,1,0.2
16735,3,3,2,1.0,1,4,5,14.96,0.0,0.06,1,0.9
16736,1,2,1,1.0,1,3,8,11.78,0.0,0.15,0,0.3
16737,3,3,2,4.0,6,3,19,13.92,0.0,0.15,1,1.6
16738,2,2,1,1.0,1,1,9,7.66,0.0,0.18,0,0.3
16739,1,3,2,3.0,4,4,14,15.95,0.0,0.14,0,0.4
16740,1,2,2,3.0,5,2,12,10.37,0.0,0.15,0,0.3
16741,1,2,2,4.0,1,5,25,17.99,0.0,0.35,1,0.2
16742,1,2,1,2.0,3,3,12,13.16,0.0,0.14,1,0.4
16743,1,2,1,4.0,2,1,8,5.79,0.0,0.16,0,0.4
16744,1,2,1,1.0,3,3,16,14.17,1.0,0.4,1,0.2
16745,2,3,2,0.0,5,3,3,10.78,0.0,0.02,1,0.6
16746,1,2,2,7.0,1,1,7,7.14,0.0,0.12,0,0.4
16747,1,2,3,1.0,3,1,4,6.76,0.0,0.05,0,0.2
16748,1,2,1,8.0,4,3,8,15.96,0.0,0.16,0,0.3
16749,3,3,1,0.0,1,1,3,7.14,0.0,0.03,0,0.5
16750,2,2,3,13.0,3,3,1,13.23,0.0,0.02,0,0.8
16751,1,2,2,5.0,4,3,9,14.65,1.0,0.22,0,0.4
16752,3,2,1,3.0,5,3,2,14.22,0.0,0.05,1,0.9
16753,2,2,2,3.0,1,2,35,10.59,0.0,0.58,0,0.6
16754,2,2,1,15.0,4,2,6,9.99,0.0,0.08,0,0.5
16755,1,3,2,6.0,4,2,20,8.88,0.0,0.21,0,0.2
16756,2,2,2,7.0,3,2,10,10.36,0.0,0.21,0,0.5
16757,1,2,2,5.0,5,1,24,7.49,0.0,0.33,0,0.3
16758,1,2,2,0.0,4,1,8,7.51,0.0,0.13,0,0.2
16759,3,2,1,6.0,1,4,2,16.29,0.0,0.03,1,0.5
16760,3,1,1,3.0,5,1,4,8.32,0.0,0.12,0,0.7
16761,1,3,2,5.0,1,3,16,14.65,0.0,0.08,0,0.4
16762,1,2,2,7.0,1,1,18,6.62,0.0,0.23,0,0.2
16763,2,1,1,8.0,2,1,5,7.88,0.0,0.21,0,0.6
16764,2,2,2,5.0,2,5,8,15.07,1.0,0.11,1,0.9
16765,2,3,1,4.0,6,5,24,18.39,0.0,0.22,1,0.8
16766,1,2,2,8.0,3,1,3,9.32,0.0,0.05,0,0.4
16767,3,2,2,16.0,3,2,6,10.99,0.0,0.13,0,1.0
16768,4,2,2,8.0,6,1,8,9.63,0.0,0.17,0,1.3
16769,1,2,2,1.0,2,3,4,10.28,0.0,0.07,0,0.4
16770,1,2,1,1.0,1,2,10,11.71,0.0,0.14,0,0.2
16771,3,1,2,6.0,3,1,10,7.51,0.0,0.33,0,0.9
16772,1,3,1,0.0,3,2,12,8.88,0.0,0.14,0,0.3
16773,1,2,2,7.0,4,2,5,11.83,0.0,0.08,0,0.4
