idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
37,85000,Aluguel,21,Empreendimento,A,1200,8.9,0,0.01,N,13
36,192000,Outro,11,Empreendimento,B,20000,11.48,0,0.1,N,17
27,34000,Aluguel,3,Empreendimento,C,10000,13.49,1,0.29,N,10
25,33600,Aluguel,2,Médico,C,10000,11.03,0,0.3,S,4
27,60000,Hipoteca,3,Educativo,A,5075,5.99,0,0.08,N,8
29,38000,Aluguel,13,Pagamento de débitos,A,15000,6.91,1,0.39,N,8
42,27000,Aluguel,4,Médico,B,9000,11.11,1,0.33,N,16
24,60000,Aluguel,2,Pagamento de débitos,A,6400,NULL,0,0.11,N,4
26,52000,Hipoteca,6,Personal,B,3300,10.99,0,0.06,N,2
25,47000,Aluguel,1,Pagamento de débitos,A,9000,7.51,0,0.19,N,3
24,120000,Hipoteca,8,Personal,C,20000,12.99,0,0.17,S,2
27,70000,Aluguel,3,Médico,C,20000,NULL,0,0.29,N,5
22,39396,Hipoteca,1,Educativo,A,5000,6.62,0,0.13,N,4
36,42000,Hipoteca,2,Empreendimento,B,6000,10.59,0,0.14,N,13
22,22000,Hipoteca,3,Empreendimento,A,6500,NULL,0,0.3,N,4
40,32878,Aluguel,6,Melhora do lar,C,13775,12.98,1,0.42,N,11
32,41000,Aluguel,17,Médico,C,3000,NULL,0,0.07,S,7
26,95000,Aluguel,0,Empreendimento,A,12000,8.49,0,0.13,N,4
29,36000,Aluguel,0,Médico,C,5000,NULL,0,0.14,S,5
23,65000,Hipoteca,0,Médico,A,10200,7.9,0,0.16,N,3
37,21600,Aluguel,7,Médico,B,3000,12.18,0,0.14,N,14
22,32001,Aluguel,4,Empreendimento,D,6000,NULL,0,0.19,S,3
42,57000,Aluguel,4,Médico,C,15000,13.43,0,0.26,S,12
27,50000,Aluguel,0,Melhora do lar,A,8000,7.9,0,0.16,N,9
24,52000,Aluguel,7,Personal,A,12000,7.51,0,0.23,N,3
22,58608,Aluguel,4,Personal,A,10000,7.51,0,0.17,N,4
25,69000,Hipoteca,7,Melhora do lar,A,9600,7.49,0,0.14,N,3
26,76250,Aluguel,6,Pagamento de débitos,B,10000,10.71,0,0.13,N,3
24,24000,Aluguel,0,Médico,B,5375,10.99,0,0.22,N,3
24,71000,Hipoteca,6,Médico,B,10000,10.36,0,0.14,N,4
21,21000,Aluguel,5,Médico,F,5000,20.89,1,0.24,N,2
38,53052,Aluguel,0,Médico,B,8000,NULL,0,0.15,N,13
24,42000,Hipoteca,8,Melhora do lar,D,2500,15.28,0,0.06,N,2
25,45000,Aluguel,3,Médico,C,10000,12.87,0,0.22,S,3
22,60000,Aluguel,4,Personal,A,9600,7.9,0,0.16,N,3
25,99800,Hipoteca,1,Médico,A,12000,8.94,0,0.12,N,2
28,126000,Hipoteca,2,Melhora do lar,B,12000,11.71,0,0.1,N,7
28,72000,Hipoteca,9,Melhora do lar,B,18000,11.89,0,0.25,N,8
28,110000,Hipoteca,7,Melhora do lar,B,10750,11.86,0,0.1,N,9
41,23396,Própria,5,Melhora do lar,B,10000,10.38,0,0.43,N,16
27,53000,Hipoteca,3,Educativo,C,6400,13.11,0,0.12,S,8
28,51000,Aluguel,2,Educativo,E,16000,16.32,1,0.31,S,9
32,40320,Aluguel,4,Médico,C,8700,12.61,0,0.22,S,5
24,24000,Aluguel,0,Médico,B,1800,11.26,0,0.07,N,2
29,70000,Hipoteca,6,Pagamento de débitos,B,4200,10.99,0,0.06,N,9
28,122000,Hipoteca,11,Empreendimento,D,15000,16.77,0,0.12,S,5
21,42000,Aluguel,5,Pagamento de débitos,B,3500,10.37,0,0.08,N,4
23,57600,Hipoteca,6,Pagamento de débitos,A,4000,5.42,0,0.07,N,2
21,38400,Aluguel,5,Educativo,B,5000,10.59,0,0.13,N,3
24,48720,Aluguel,NULL,Personal,C,10000,13.85,0,0.21,N,4
30,53208,Hipoteca,5,Educativo,C,8500,NULL,0,0.16,S,5
41,37000,Hipoteca,3,Empreendimento,C,6000,12.99,0,0.16,N,11
28,75000,Aluguel,6,Melhora do lar,C,20000,13.49,0,0.27,N,5
24,92000,Aluguel,1,Melhora do lar,E,25000,16.77,1,0.27,S,4
27,45000,Aluguel,0,Personal,C,7500,12.73,0,0.17,S,6
32,65000,Aluguel,4,Empreendimento,C,20000,13.8,1,0.31,S,6
22,34000,Aluguel,0,Empreendimento,B,18250,10.25,1,0.54,N,3
25,21500,Aluguel,2,Médico,C,7500,11.34,1,0.35,S,3
27,61200,Hipoteca,NULL,Melhora do lar,B,5700,11.12,0,0.09,N,6
23,54996,Aluguel,8,Educativo,D,15000,14.83,0,0.27,N,2
24,44000,Hipoteca,6,Educativo,F,7500,16.33,1,0.17,N,2
30,38400,Aluguel,6,Pagamento de débitos,C,1600,13.49,0,0.04,N,10
25,54000,Hipoteca,2,Melhora do lar,A,13000,6.92,0,0.24,N,4
24,30000,Aluguel,0,Educativo,C,4800,13.35,0,0.16,N,3
32,52500,Hipoteca,9,Melhora do lar,C,7000,12.99,0,0.13,N,9
30,150000,Hipoteca,2,Melhora do lar,D,12000,11.86,0,0.08,S,8
22,62900,Aluguel,6,Médico,D,20000,14.91,1,0.27,N,4
24,190000,Própria,4,Personal,C,24000,15.62,0,0.13,S,3
34,65000,Hipoteca,3,Educativo,E,10000,NULL,0,0.15,N,8
25,48000,Hipoteca,3,Pagamento de débitos,C,1400,14.79,0,0.03,N,3
24,79631,Aluguel,NULL,Personal,D,13600,12.42,NULL,0.17,N,9
30,90000,Hipoteca,14,Médico,A,18000,8.49,0,0.2,N,9
25,76000,Hipoteca,9,Personal,C,6000,12.98,0,0.08,S,2
25,132000,Aluguel,4,Melhora do lar,C,10000,12.84,0,0.08,S,3
60,98000,Aluguel,1,Melhora do lar,D,15000,16.29,1,0.15,N,29
47,70000,Aluguel,3,Melhora do lar,A,6000,8.49,0,0.09,N,12
27,80000,Própria,11,Educativo,B,5000,11.14,0,0.06,N,7
25,100000,Aluguel,9,Melhora do lar,C,20000,13.06,0,0.2,S,2
29,66000,Hipoteca,10,Pagamento de débitos,B,7000,9.91,0,0.11,N,10
23,55000,Hipoteca,5,Pagamento de débitos,C,8000,13.85,0,0.15,N,4
33,44000,Hipoteca,6,Pagamento de débitos,D,4500,14.74,1,0.1,N,10
40,108000,Hipoteca,7,Pagamento de débitos,D,6000,17.27,1,0.06,N,16
27,96996,Hipoteca,11,Pagamento de débitos,B,1500,10.95,0,0.02,N,10
25,120000,Hipoteca,5,Melhora do lar,A,21000,7.9,0,0.17,N,2
23,96000,Aluguel,7,Educativo,B,10000,10.65,0,0.1,N,3
23,85000,Hipoteca,4,Educativo,A,3000,6.03,0,0.04,N,3
22,78700,Hipoteca,6,Pagamento de débitos,A,7000,7.68,1,0.09,N,3
28,140000,Hipoteca,11,Melhora do lar,B,5000,11.49,0,0.04,N,9
23,18000,Aluguel,1,Melhora do lar,D,3000,15.99,1,0.17,S,2
29,77000,Hipoteca,3,Personal,A,5000,7.14,0,0.06,N,7
30,54000,Hipoteca,3,Educativo,C,5000,12.61,1,0.09,S,10
31,44000,Própria,6,Melhora do lar,D,17350,13.55,0,0.39,S,7
27,NULL,Hipoteca,5,Personal,A,8600,14.96,1,0.28,NULL,4
27,60000,Aluguel,0,Empreendimento,B,20000,12.21,1,0.33,N,5
35,150000,Hipoteca,5,Pagamento de débitos,C,15000,13.16,0,0.1,S,7
25,75000,Hipoteca,9,Personal,C,10000,11.34,0,0.13,S,2
26,49000,Hipoteca,10,Pagamento de débitos,E,13000,16.45,1,0.27,N,3
25,68000,Hipoteca,3,Melhora do lar,D,6500,16.29,0,0.1,S,3
30,85000,Aluguel,4,Melhora do lar,A,10000,6.62,0,0.12,N,9
23,48000,Aluguel,NULL,Empreendimento,C,8000,12.99,0,0.17,S,4
25,60000,Aluguel,1,Melhora do lar,B,7600,12.21,0,0.13,N,4
28,90000,Hipoteca,9,Pagamento de débitos,A,4000,8,0,0.04,N,6
22,60000,Hipoteca,5,Pagamento de débitos,C,12500,13.11,0,0.21,S,2
23,70000,Aluguel,4,Médico,A,12000,NULL,0,0.17,N,2
22,37740,Aluguel,6,Médico,A,7000,NULL,0,0.19,N,3
22,18996,Aluguel,3,Personal,D,3200,15.28,1,0.17,N,2
25,85000,Hipoteca,9,Empreendimento,A,4000,7.88,0,0.05,N,2
23,100000,Hipoteca,7,Educativo,D,15000,16,0,0.15,S,2
27,42000,Aluguel,4,Pagamento de débitos,B,8500,9.99,0,0.2,N,8
25,78200,Aluguel,9,Médico,E,12000,16.4,1,0.13,N,4
23,30000,Aluguel,0,Educativo,C,5000,NULL,0,0.17,N,3
30,30000,Hipoteca,1,Educativo,C,15000,NULL,0,NULL,N,5
32,92000,Hipoteca,1,Educativo,B,5000,NULL,0,0.05,N,8
23,24000,Aluguel,2,Médico,B,2800,11.49,1,0.12,N,3
23,45000,Hipoteca,6,Médico,B,5600,11.71,0,0.12,N,3
23,NULL,NULL,2,Educativo,A,22250,11.11,0,0.53,N,2
29,60000,Aluguel,1,Melhora do lar,B,6000,10.01,0,0.1,N,10
24,36000,Hipoteca,8,Personal,A,4800,6.91,0,0.13,N,3
27,80000,Hipoteca,1,Pagamento de débitos,B,20000,11.36,0,0.25,N,5
35,80000,Aluguel,1,Pagamento de débitos,C,20000,13.98,0,0.25,S,7
27,90000,Aluguel,3,Pagamento de débitos,A,10000,7.66,0,0.11,N,7
24,55530,Hipoteca,8,Melhora do lar,A,8000,5.99,0,0.14,N,4
41,55000,Aluguel,4,Melhora do lar,B,4200,12.69,0,0.08,N,16
26,65000,Hipoteca,0,Personal,A,4000,5.42,0,0.06,N,2
29,14400,Aluguel,3,Educativo,D,1000,16.32,1,0.07,S,8
23,33004,Própria,5,Educativo,A,5000,8.59,0,0.15,N,4
38,60000,Hipoteca,9,Empreendimento,A,10000,7.51,0,0.17,N,14
24,55160,Aluguel,0,Educativo,A,3000,8.9,1,0.05,N,3
30,45000,Hipoteca,11,Personal,D,10000,14.74,1,0.22,N,6
22,27996,Própria,5,Médico,A,5000,5.79,0,0.18,N,2
28,56100,Aluguel,12,Médico,A,8400,7.51,1,0.13,N,10
30,85000,Aluguel,1,Personal,E,24000,16.82,1,0.28,N,8
29,120000,Hipoteca,1,Empreendimento,B,23000,11.49,0,0.19,N,5
22,59000,Outro,3,Médico,D,12000,NULL,1,0.2,S,3
24,30000,Hipoteca,3,Pagamento de débitos,C,4500,14.72,0,0.15,S,4
22,44000,Aluguel,NULL,Personal,D,4500,14.46,1,0.1,S,2
28,75000,Aluguel,5,Empreendimento,A,5000,7.88,0,0.07,N,6
32,105000,Aluguel,3,Melhora do lar,C,3000,NULL,0,0.03,N,10
43,36000,Hipoteca,5,Empreendimento,B,5000,9.91,0,0.14,N,17
23,72000,Aluguel,2,Empreendimento,C,9000,13.47,0,0.13,N,3
23,106000,Hipoteca,7,Educativo,A,10000,7.14,0,0.09,N,2
28,58600,Outro,1,Melhora do lar,A,4550,8,0,0.08,N,8
22,47091,Hipoteca,6,Empreendimento,A,10000,NULL,0,0.21,N,3
33,NULL,Hipoteca,6,Médico,NULL,3900,10.99,0,0.09,N,2
22,68000,Hipoteca,6,Educativo,A,3500,6.39,0,0.05,N,4
22,185000,Aluguel,4,Educativo,B,25000,11.36,0,0.14,N,4
24,48720,Aluguel,NULL,Educativo,C,10000,13.85,0,0.21,S,3
27,35000,Aluguel,0,Pagamento de débitos,B,3000,NULL,0,0.09,N,8
26,37500,Aluguel,3,Educativo,D,10000,14.91,0,0.27,S,3
23,45378,Hipoteca,7,Personal,A,6000,5.79,0,0.13,N,2
38,30000,Aluguel,0,Personal,D,15000,14.61,1,0.5,S,15
27,140000,Aluguel,4,Educativo,A,20000,7.9,0,0.14,N,6
37,52000,Hipoteca,3,Pagamento de débitos,B,6000,8.88,0,0.12,N,16
24,74700,Hipoteca,4,Empreendimento,B,19750,11.12,0,0.26,N,3
24,16800,Aluguel,NULL,NULL,B,1000,9.63,0,NULL,N,3
23,72000,Aluguel,3,Médico,A,10800,7.88,0,0.15,N,2
26,107900,Hipoteca,10,Médico,A,8000,NULL,0,0.2,NULL,7
28,NULL,Aluguel,5,Personal,C,7500,12.69,0,NULL,N,2
29,65000,Hipoteca,9,Personal,A,6000,6.99,0,0.09,N,10
24,58668,Aluguel,8,Médico,D,6000,NULL,NULL,0.12,S,4
24,44160,Outro,7,Médico,C,10000,13.22,0,0.23,N,4
22,55000,Aluguel,2,Empreendimento,A,8400,7.88,0,0.15,N,2
23,32580,Aluguel,0,Personal,B,10000,11.14,1,0.31,N,3
123,80004,Aluguel,2,Educativo,B,20400,10.25,0,0.25,N,3
22,41838,Aluguel,0,Personal,D,6600,16.89,1,0.16,N,3
33,41000,Aluguel,2,Empreendimento,A,6500,7.51,0,0.16,N,7
29,48000,Própria,0,Empreendimento,C,6000,14.27,0,0.13,N,7
24,102000,Hipoteca,5,Médico,C,12000,15.27,0,0.12,N,3
24,42000,Aluguel,9,Pagamento de débitos,E,3000,NULL,1,0.07,S,3
22,24702,Aluguel,NULL,Educativo,C,2000,13.23,0,0.08,S,4
26,98000,Hipoteca,5,Médico,A,12000,8.49,0,0.12,N,3
25,48902,Hipoteca,9,Personal,C,6000,15.23,1,0.12,S,3
25,54000,Aluguel,2,Educativo,B,4000,11.89,0,0.07,N,2
29,65000,Hipoteca,11,Melhora do lar,A,7000,NULL,0,0.11,N,10
27,29120,Aluguel,6,Médico,C,7200,13.11,0,0.25,N,6
27,104000,Hipoteca,11,Médico,B,10000,10.65,0,0.1,N,7
22,100000,Hipoteca,0,Empreendimento,C,15000,13.85,0,0.15,N,3
33,16000,Hipoteca,0,Médico,A,6000,7.14,1,0.38,N,5
25,69500,Aluguel,7,Médico,C,7000,10.78,0,0.1,S,3
23,36000,Aluguel,0,Empreendimento,C,11000,13.11,1,0.31,S,3
22,41000,Hipoteca,6,Pagamento de débitos,A,7000,7.9,1,0.17,N,4
21,50000,Aluguel,5,Educativo,A,4900,8.94,0,0.1,N,2
21,18000,Aluguel,NULL,Médico,C,2400,14.72,0,0.13,N,3
28,38000,Hipoteca,6,Empreendimento,B,10200,NULL,0,0.27,N,10
22,120000,Hipoteca,0,Educativo,D,16800,15.62,0,0.14,N,4
25,30000,Aluguel,9,Educativo,D,6000,14.74,1,0.2,S,4
28,79536,Hipoteca,12,Personal,A,16425,7.9,0,0.21,N,10
NULL,NULL,Hipoteca,11,Empreendimento,A,8800,7.51,0,0.15,N,9
NULL,13000,Aluguel,NULL,Personal,E,10000,NULL,0,0.19,N,10
22,50000,Hipoteca,7,Empreendimento,B,8800,11.11,0,0.18,N,4
37,156000,Hipoteca,16,Melhora do lar,A,4000,8.49,0,0.03,N,15
31,122000,Aluguel,2,Educativo,C,25600,15.96,0,0.21,S,7
21,34000,Aluguel,5,Melhora do lar,B,1200,12.69,1,0.04,N,4
30,75000,Aluguel,0,Personal,B,5000,10.62,0,0.07,N,5
24,54600,Aluguel,2,Educativo,C,7200,12.53,0,0.13,N,2
25,27993,Aluguel,2,Médico,C,4000,12.99,0,0.14,N,2
32,26000,Própria,4,Empreendimento,C,13750,13.11,0,0.53,S,10
24,69000,Aluguel,2,Pagamento de débitos,D,4800,15.21,1,0.07,N,4
36,40000,Hipoteca,2,Educativo,A,6000,NULL,0,0.15,N,15
26,48000,Aluguel,2,Educativo,B,25000,9.64,1,0.52,N,4
35,17640,Própria,NULL,Personal,D,4000,16.29,1,0.23,N,8
22,42000,Aluguel,3,Pagamento de débitos,B,1000,9.62,0,0.02,N,3
32,86000,Aluguel,4,Educativo,C,1600,13.23,0,0.02,S,9
23,100800,Hipoteca,4,Pagamento de débitos,A,20000,7.9,0,0.2,N,4
28,39600,Aluguel,11,Educativo,B,1500,12.69,0,0.04,N,5
31,260000,Hipoteca,6,Pagamento de débitos,C,25000,13.57,0,0.1,S,10
27,48000,Aluguel,5,Médico,B,10200,10.38,0,0.21,N,10
25,31200,Aluguel,9,Empreendimento,B,1500,11.12,0,0.05,N,2
23,111150,Hipoteca,1,Pagamento de débitos,A,10000,8,0,0.09,N,3
44,28000,Própria,0,Empreendimento,A,3500,8.94,0,0.13,N,12
21,36000,Própria,NULL,Educativo,A,11000,5.42,0,0.31,N,3
32,34000,Hipoteca,5,Personal,A,4000,7.49,0,0.12,N,6
27,37000,Aluguel,7,Médico,B,8400,9.91,0,0.23,N,7
25,46800,Aluguel,5,Educativo,C,12000,13.11,1,0.26,N,4
27,35520,Aluguel,1,Empreendimento,D,7000,14.91,1,0.2,S,8
27,59000,Hipoteca,11,Personal,A,3000,7.9,1,0.05,N,9
27,70000,Hipoteca,11,Personal,A,3000,5.42,0,0.04,N,7
25,NULL,Hipoteca,1,NULL,A,6000,NULL,0,0.09,N,23
22,42000,Aluguel,0,Empreendimento,C,4000,13.22,0,0.1,N,3
24,47000,Aluguel,8,Pagamento de débitos,B,NULL,11.49,0,0.19,NULL,4
23,61300,Própria,1,Educativo,D,9000,16.49,0,0.15,S,3
24,50000,Própria,NULL,Empreendimento,B,21000,10.62,0,0.42,N,4
23,59000,Aluguel,7,Educativo,C,10000,NULL,0,0.17,S,3
22,30000,Aluguel,3,Médico,C,3500,13.92,0,0.12,N,4
23,70000,Hipoteca,4,Empreendimento,C,6000,13.16,0,0.09,N,4
23,58800,Aluguel,7,Personal,B,3000,10.36,1,0.05,N,4
31,15000,Hipoteca,3,Pagamento de débitos,D,2000,16.89,1,0.13,S,8
22,24000,Aluguel,0,Educativo,A,8000,NULL,1,0.33,N,2
26,22800,Aluguel,4,Personal,C,5000,13.57,0,0.22,S,2
32,38300,Aluguel,4,Médico,B,5000,10.25,0,0.13,N,9
28,32000,Aluguel,0,Personal,B,6000,NULL,0,0.19,N,5
23,50000,Aluguel,8,Médico,B,5825,10.65,0,0.12,N,2
22,72000,Hipoteca,6,Pagamento de débitos,A,3500,5.42,0,0.05,N,4
23,84000,Aluguel,NULL,Educativo,A,15000,6.03,0,0.18,N,4
22,96000,Hipoteca,6,Educativo,C,6000,13.49,0,0.06,N,3
24,83300,Aluguel,0,Médico,D,25000,NULL,1,0.26,N,2
28,85000,Hipoteca,12,Médico,B,18000,12.53,0,0.21,N,10
30,31000,Hipoteca,3,Empreendimento,D,12000,14.42,1,0.39,N,5
31,552000,Aluguel,0,Personal,A,8000,7.29,0,0.01,N,10
28,52000,Aluguel,0,Pagamento de débitos,B,7000,NULL,0,0.13,N,9
28,28800,Aluguel,0,Médico,A,4200,7.51,0,0.15,N,5
27,40000,Aluguel,4,Educativo,C,6000,12.73,0,0.15,N,10
21,18000,Aluguel,0,NULL,A,NULL,14.96,0,0.17,N,3
21,24960,Hipoteca,0,Personal,C,2000,13.99,0,0.08,S,3
25,75500,Hipoteca,9,Educativo,B,7000,11.36,0,0.09,N,2
43,48000,Hipoteca,7,Empreendimento,A,4500,5.42,0,0.09,N,14
27,72000,Aluguel,9,Educativo,B,25000,10.75,1,0.35,N,8
21,24000,Própria,2,Personal,B,7000,11.86,0,0.29,N,3
26,48000,Aluguel,10,Médico,A,4200,6.92,0,0.09,N,3
40,95000,Própria,12,Médico,B,5000,10.65,0,0.05,N,11
30,25000,Aluguel,6,Personal,C,5475,12.68,0,0.22,N,6
26,120000,Própria,10,Personal,C,15000,13.11,0,0.13,S,4
24,54996,Própria,4,Educativo,B,10000,10.37,0,0.18,N,4
23,84000,Aluguel,7,Personal,B,20000,11.11,0,0.24,N,4
54,29000,Hipoteca,7,Personal,B,2500,11.71,0,0.09,N,28
27,51600,Hipoteca,5,Pagamento de débitos,A,10800,6.91,0,0.21,N,8
26,73200,Hipoteca,10,Empreendimento,C,17500,NULL,0,0.24,N,3
23,100000,Hipoteca,4,Educativo,C,10000,12.87,0,0.1,S,3
25,160000,Hipoteca,1,Personal,B,12000,9.63,0,0.07,N,4
32,45000,Hipoteca,6,Médico,A,6400,7.49,0,0.14,N,9
29,65000,Aluguel,4,Educativo,D,15000,16,0,0.23,N,8
21,69000,Aluguel,5,Pagamento de débitos,A,12000,7.88,0,0.17,N,4
26,42000,Hipoteca,0,Educativo,B,4500,11.48,0,0.11,N,3
22,48500,Aluguel,1,Empreendimento,B,20000,11.36,1,0.41,N,4
22,32000,Aluguel,3,Pagamento de débitos,A,5600,7.9,0,0.17,N,3
56,70000,Hipoteca,7,Personal,B,15000,10.38,0,0.21,N,20
27,112921,Hipoteca,11,Melhora do lar,E,19000,16.35,0,0.17,N,10
24,50000,Aluguel,1,Pagamento de débitos,C,1500,14.26,0,0.03,N,2
24,74448,Hipoteca,8,Educativo,A,4000,NULL,0,0.05,N,2
22,60000,Aluguel,6,Médico,B,3200,11.71,0,0.05,N,2
26,51840,Aluguel,9,Educativo,A,9000,8,0,0.17,N,4
24,238000,Hipoteca,2,Pagamento de débitos,A,7000,7.66,1,0.03,N,2
30,40000,Aluguel,NULL,Empreendimento,A,14500,12.73,0,NULL,N,10
31,24000,Própria,0,Educativo,B,NULL,6.99,0,NULL,N,3
24,58000,Hipoteca,6,Pagamento de débitos,A,2200,7.4,0,0.04,N,3
25,121000,Hipoteca,1,Educativo,B,3600,11.83,0,0.03,N,3
23,35000,Aluguel,6,Pagamento de débitos,B,1500,8.88,0,0.04,N,3
28,80000,Hipoteca,1,Melhora do lar,D,20000,13.24,0,0.25,N,8
32,41000,Hipoteca,2,Personal,D,8000,15.05,0,0.2,N,9
25,110000,Hipoteca,7,Educativo,A,8000,7.14,0,0.07,N,4
36,38400,Própria,5,Personal,A,10000,6.17,0,0.26,N,13
22,72000,Hipoteca,6,Empreendimento,B,25000,9.83,0,0.35,N,3
27,30000,Própria,4,Empreendimento,B,5000,NULL,0,0.17,N,5
25,96050,Hipoteca,3,Médico,E,35000,19.29,1,0.31,N,2
22,26784,Aluguel,6,Pagamento de débitos,D,5500,14.74,1,0.21,N,4
23,39700,Hipoteca,8,Educativo,A,8400,7.51,0,0.21,N,4
23,100000,Hipoteca,0,Empreendimento,A,11000,8.49,0,0.11,N,2
28,48000,Aluguel,4,Empreendimento,D,2000,14.96,0,0.04,N,5
22,45449,Aluguel,6,Médico,B,12000,NULL,1,0.26,N,4
24,100000,Hipoteca,8,Melhora do lar,A,12000,6.92,0,0.12,N,2
23,124800,Hipoteca,2,Pagamento de débitos,A,5000,6.62,0,0.04,N,3
23,87000,Hipoteca,7,Médico,A,17000,7.51,0,0.2,N,3
27,75500,Hipoteca,8,Educativo,A,9000,7.9,0,0.12,N,5
41,33000,Aluguel,6,Empreendimento,A,9400,8.9,0,0.28,N,16
25,50000,Aluguel,2,Pagamento de débitos,B,10000,10.95,0,0.2,N,3
32,95000,Aluguel,16,Melhora do lar,A,4000,7.49,0,0.04,N,8
23,58977,Aluguel,7,Pagamento de débitos,C,14400,NULL,0,0.24,N,4
36,65000,Hipoteca,1,Pagamento de débitos,B,7000,11.49,0,0.11,N,15
36,56900,Hipoteca,16,Empreendimento,G,6200,NULL,1,0.11,N,11
23,65000,Aluguel,3,Médico,C,5000,13.98,0,0.08,S,2
22,58000,Própria,6,Educativo,D,10000,14.83,0,0.17,N,2
23,60000,Hipoteca,0,Médico,A,5000,NULL,0,0.08,N,2
27,140000,Aluguel,0,Empreendimento,B,5000,9.99,0,0.04,N,8
22,42500,Aluguel,7,Médico,D,11850,14.11,1,0.28,S,2
23,140000,Própria,6,Educativo,C,16400,15.96,0,0.12,N,2
23,93000,Hipoteca,5,Empreendimento,A,3000,7.12,0,0.03,N,3
45,126000,Hipoteca,5,Empreendimento,B,6000,10.65,0,0.05,N,12
21,42000,Aluguel,0,Educativo,C,12000,13.23,0,0.29,N,2
23,216000,Hipoteca,5,Pagamento de débitos,A,21000,8.9,0,0.1,N,3
28,25000,Aluguel,11,Médico,A,3500,7.14,0,0.14,N,10
28,35000,Própria,2,Personal,D,13250,16.89,0,0.38,N,7
23,100000,Hipoteca,4,Educativo,C,10000,12.87,0,0.1,N,4
22,42000,Aluguel,6,Pagamento de débitos,A,10000,6.17,0,0.24,N,3
25,75000,Hipoteca,8,Pagamento de débitos,B,12000,11.49,0,0.16,N,3
33,30000,Aluguel,2,Pagamento de débitos,A,17975,8.49,1,0.6,N,8
23,75576,Aluguel,7,Educativo,B,18000,9.88,0,0.24,N,3
23,138000,Hipoteca,7,Personal,B,2700,11.86,0,0.02,N,2
30,35000,Aluguel,8,Médico,A,6000,7.9,0,0.17,N,9
23,55000,Própria,6,Médico,C,18500,13.16,0,0.34,N,4
26,58000,Aluguel,5,Pagamento de débitos,B,12000,9.91,0,0.21,N,3
23,120000,Aluguel,7,Educativo,B,12000,11.71,0,0.1,N,4
25,40000,Hipoteca,9,Médico,C,3500,13.49,0,0.09,S,3
22,48000,Aluguel,2,Educativo,B,2600,11.12,0,0.05,N,3
23,70550,Aluguel,0,Médico,E,14000,17.51,1,0.17,S,2
22,NULL,Hipoteca,6,Empreendimento,A,5600,NULL,0,0.07,N,13
29,59000,Aluguel,NULL,Educativo,A,10000,10.37,NULL,0.2,N,9
35,53500,Hipoteca,3,Melhora do lar,B,10000,9.91,0,0.19,N,9
48,16800,Própria,0,Melhora do lar,B,3300,10.99,1,0.2,N,14
21,17000,Aluguel,3,Médico,A,5750,8.9,1,0.34,N,2
23,30000,Aluguel,4,Personal,D,10000,NULL,1,0.33,S,4
26,27200,Aluguel,4,Pagamento de débitos,C,2500,13.49,0,0.09,N,4
36,180000,Aluguel,5,Educativo,B,24000,9.99,0,0.13,N,15
33,95000,Hipoteca,1,Educativo,D,24000,12.92,0,0.25,S,5
21,18456,Aluguel,2,Médico,C,3500,13.35,1,0.19,N,3
23,42000,Aluguel,1,Empreendimento,C,8000,12.84,0,0.19,N,4
23,48000,Própria,7,Médico,A,2500,5.42,0,0.05,N,3
22,32760,Aluguel,3,Personal,C,5000,13.48,0,0.15,S,3
22,24432,Aluguel,0,Educativo,B,2000,11.36,0,0.08,N,4
41,60000,Hipoteca,5,Médico,C,3850,13.35,0,0.06,N,13
27,75000,Aluguel,11,Personal,B,30000,10.65,1,0.4,N,5
26,43000,Hipoteca,6,Médico,B,15000,11.99,0,0.35,N,2
25,60000,Hipoteca,8,Educativo,C,8000,NULL,0,0.13,N,3
25,55000,Aluguel,2,Empreendimento,C,10800,13.57,0,0.2,N,2
21,90996,Hipoteca,5,Personal,B,6000,9.99,0,0.07,N,2
27,108000,Aluguel,4,Pagamento de débitos,B,6000,10.65,0,0.06,N,7
30,47000,Aluguel,2,Pagamento de débitos,B,13000,9.63,0,0.28,N,5
24,95000,Aluguel,4,Personal,A,2400,5.99,0,0.03,N,3
31,80000,Hipoteca,13,Educativo,A,20000,8.9,0,0.25,N,10
22,41600,Hipoteca,2,Educativo,D,3000,15.05,0,0.07,N,3
26,85000,Hipoteca,10,Educativo,A,4650,8.49,0,0.05,N,2
24,40000,Hipoteca,6,Pagamento de débitos,A,10000,5.79,0,0.25,N,4
22,40000,Hipoteca,6,Empreendimento,B,4000,10.36,0,0.1,N,4
25,30780,Hipoteca,NULL,Médico,A,5500,8.49,1,0.18,N,4
23,38004,Aluguel,2,Educativo,A,4500,7.88,0,0.12,N,3
25,56950,Hipoteca,9,Médico,C,25000,10.91,1,0.37,S,3
29,50400,Própria,4,Educativo,B,9000,10.37,0,0.18,N,9
36,49896,Hipoteca,8,Empreendimento,A,2800,NULL,0,0.06,N,17
22,19200,Aluguel,2,Pagamento de débitos,A,6250,7.51,1,0.33,N,3
24,145000,Aluguel,3,Empreendimento,C,14000,12.84,0,0.1,S,4
35,65867,Aluguel,3,Personal,A,11000,9.32,0,0.17,N,10
